,id,username,created_at,date,Sentiment,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
3456,1.50E+18,23ABCNews,1.65E+12,10/3/2022 0:53,,"#RECALL: BMW filed documents with the National Highway Traffic Safety Administration (NHTSA) that show it is recalling more than 900,000 vehicles due to an overheating issue that could lead to a fire.  https://t.co/aWy3dnxEJH",en,['recall'],[],https://twitter.com/23ABCNews/status/1501602033102692356,['https://www.turnto23.com/news/national/bmw-recalls-more-than-900k-older-vehicles-due-to-fire-risk'],[],0,,1,0,0
3457,1.50E+18,News12BX,1.65E+12,10/3/2022 0:53,,"RECALL ALERT: BMW is recalling more than 917,000 older cars and SUVs in the U.S. to fix a problem that can cause engine compartment fires.  https://t.co/P1eVezgxFD",en,[],[],https://twitter.com/News12BX/status/1501601996658585602,['https://bronx.news12.com/bmw-recalls-vehicles-for-3rd-time-due-to-engine-fire-risk'],[],0,,1,0,0
3458,1.50E+18,News12LI,1.65E+12,10/3/2022 0:52,,"#RECALL ALERT: #BMW is recalling more than 917,000 older cars and SUVs in the U.S. to fix a problem that can cause engine compartment fires.  https://t.co/9WTjmEuPTS",en,"['recall', 'bmw']",[],https://twitter.com/News12LI/status/1501601807184838658,['https://longisland.news12.com/bmw-recalls-vehicles-for-3rd-time-due-to-engine-fire-risk'],[],0,,0,0,1
3459,1.50E+18,News12NJ,1.65E+12,10/3/2022 0:50,,"RECALL ALERT: BMW is recalling more than 917,000 older cars and SUVs in the U.S. to fix a problem that can cause engine compartment fires.  https://t.co/Q1yiFlio6Z",en,[],[],https://twitter.com/News12NJ/status/1501601447439437830,['https://newjersey.news12.com/bmw-recalls-vehicles-for-3rd-time-due-to-engine-fire-risk'],[],0,,3,1,2
3460,1.50E+18,AutoNewsEurope,1.65E+12,10/3/2022 0:50,,BMW to resume production at German plants  https://t.co/jpuTT8Sv4i  https://t.co/FdBhZHx78m,en,[],[],https://twitter.com/AutoNewsEurope/status/1501601224302284802,['http://dlvr.it/SLNSrS'],['https://pbs.twimg.com/media/FNbCWq-aUAMRoZ2.jpg'],1,https://pbs.twimg.com/media/FNbCWq-aUAMRoZ2.jpg,3,0,0
3461,1.50E+18,WAFB,1.65E+12,10/3/2022 0:49,,RECALL ALERT: BMW recalls vehicles for 3rd time due to engine fire risk  https://t.co/RXu1mLYv5N,en,[],[],https://twitter.com/WAFB/status/1501601034313080832,['https://bit.ly/3pQs4J2'],[],0,,3,1,1
3462,1.50E+18,BMWUSA,1.65E+12,10/3/2022 0:46,,Legends are born from self-expression. Over 165 unique paint colors. BMW Individual: Urban Green on the BMW #M4. Find your perfect shade:  https://t.co/i8BwGPMfmP  https://t.co/ZHTkFzEjkE,en,['m4'],[],https://twitter.com/BMWUSA/status/1501600337333043202,['https://bit.ly/3sUuMyR'],['https://pbs.twimg.com/media/FNbBbAhXwAEEnZm.jpg'],1,https://pbs.twimg.com/media/FNbBbAhXwAEEnZm.jpg,1074,20,114
3463,1.50E+18,wxyzdetroit,1.65E+12,10/3/2022 0:45,,"BMW is recalling more than 917,000 cars and SUVs in the U.S., most for a third time, to fix a problem that can cause engine compartment fires.  https://t.co/AZb3ObZuld",en,[],[],https://twitter.com/wxyzdetroit/status/1501599963377291265,['https://www.wxyz.com/news/bmw-recalls-vehicles-for-3rd-time-due-to-engine-fire-risk'],[],0,,2,0,2
3464,1.50E+18,MatthewCBS7,1.65E+12,10/3/2022 0:44,,BMW recalls vehicles for 3rd time due to engine fire risk  https://t.co/qFSU06i0F1,en,[],[],https://twitter.com/MatthewCBS7/status/1501599710104236040,['https://www.cbs7.com/2022/03/09/bmw-recalls-vehicles-3rd-time-due-engine-fire-risk/?utm_campaign=snd-autopilot'],[],0,,0,0,0
3465,1.50E+18,SmoothieKing,1.65E+12,10/3/2022 0:43,,@i_am_BMW Off to a great start!🥤,en,[],[],https://twitter.com/SmoothieKing/status/1501599597801660423,[],[],0,,1,0,0
3466,1.50E+18,BMWi,1.65E+12,10/3/2022 0:31,,"Before it can arrive at production, the BMW i7 must first navigate some incredible landscapes. #THEi7 #BornElectric  https://t.co/N3msSixd7d",en,"['thei7', 'bornelectric']",[],https://twitter.com/BMWi/status/1501596444507185155,[],['https://pbs.twimg.com/media/FNa-AKUWUAgJhmB.jpg'],1,https://pbs.twimg.com/media/FNa-AKUWUAgJhmB.jpg,129,2,14
3468,1.50E+18,KETV,1.65E+12,10/3/2022 0:25,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/IGb24RLwLa,en,[],[],https://twitter.com/KETV/status/1501594934390018050,['https://www.ketv.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,2,0,0
3471,1.50E+18,WCVB,1.65E+12,10/3/2022 0:17,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/xe40udd13B,en,[],[],https://twitter.com/WCVB/status/1501592923573563400,['https://www.wcvb.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,3,0,1
3472,1.50E+18,kyliejoneswyff,1.65E+12,10/3/2022 0:15,,BMW owners ⬇️,en,[],[],https://twitter.com/kyliejoneswyff/status/1501592447565979651,[],[],0,,0,0,0
3473,1.50E+18,WLWT,1.65E+12,10/3/2022 0:10,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/UTyp1e0cu1,en,[],[],https://twitter.com/WLWT/status/1501591164373372937,['https://www.wlwt.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3474,1.50E+18,BMWMotorradSA,1.65E+12,10/3/2022 0:08,,Stealthy and powerful. See Catwoman and the BMW R nineT take action in #THEBATMAN — in cinemas now.​  @TheBatman #MakeLifeARide #RnineT #SoulFuel #CustomBike #NotForSale  https://t.co/ngKgYNOpvv,en,"['thebatman', 'makelifearide', 'rninet', 'soulfuel', 'custombike', 'notforsale']",[],https://twitter.com/BMWMotorradSA/status/1501590677313966083,[],['https://pbs.twimg.com/media/FNa4wifXoAkcdaT.jpg'],1,https://pbs.twimg.com/media/FNa4wifXoAkcdaT.jpg,1,0,1
3475,1.50E+18,KCCINews,1.65E+12,10/3/2022 0:03,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/Nu24Dcg78D,en,[],[],https://twitter.com/KCCINews/status/1501589396969119755,['https://www.kcci.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,2,0,0
3476,1.50E+18,WVTM13,1.65E+12,10/3/2022 0:02,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/fiyi72cQ7E,en,[],[],https://twitter.com/WVTM13/status/1501589145101164545,['https://www.wvtm13.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,1,0
3477,1.50E+18,WMTWTV,1.65E+12,10/3/2022 0:02,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/ZnhDBkUg38,en,[],[],https://twitter.com/WMTWTV/status/1501589144602042381,['https://www.wmtw.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3478,1.50E+18,wyffnews4,1.65E+12,10/3/2022 0:02,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/UvEeSTGkD8,en,[],[],https://twitter.com/wyffnews4/status/1501589144463626241,['https://www.wyff4.com/article/bmw-third-recall-for-engine-fire-risk/39382367'],[],0,,0,1,2
3479,1.50E+18,Oregonian,1.65E+12,10/3/2022 0:01,,BMW recalls vehicles for third time over engine fire risk  https://t.co/I1rTYimOHm  https://t.co/L2u08PeqT7,en,[],[],https://twitter.com/Oregonian/status/1501589008102703105,['https://trib.al/wLcETjI'],['https://pbs.twimg.com/media/FNa3PuJXIAMfOl5.jpg'],1,https://pbs.twimg.com/media/FNa3PuJXIAMfOl5.jpg,1,1,2
3480,1.50E+18,wdsu,1.65E+12,10/3/2022 0:01,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/7h4B0TjwyF,en,[],[],https://twitter.com/wdsu/status/1501588894176980993,['https://www.wdsu.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,2
3481,1.50E+18,BMWMotorrad,1.65E+12,10/3/2022 0:01,,Stealthy and powerful. See Catwoman and the BMW R nineT take action in #THEBATMAN — in cinemas now.​  @TheBatman #MakeLifeARide #RnineT #SoulFuel #CustomBike #NotForSale #BMWMotorrad  https://t.co/fQS28vJTa9,en,"['thebatman', 'makelifearide', 'rninet', 'soulfuel', 'custombike', 'notforsale', 'bmwmotorrad']",[],https://twitter.com/BMWMotorrad/status/1501588893816311809,[],['https://pbs.twimg.com/media/FNa3I6OXEAUS5m1.jpg'],1,https://pbs.twimg.com/media/FNa3I6OXEAUS5m1.jpg,2315,22,297
3482,1.50E+18,WESH,1.65E+12,10/3/2022 0:00,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/2o4sflxCfv,en,[],[],https://twitter.com/WESH/status/1501588642908758024,['https://www.wesh.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3483,1.50E+18,CarWale,1.65E+12,10/3/2022 0:00,,"The second-generation of the #BMWM4 made its global debut last year. And now, BMW India has launched the M4 Competition at Rs 1.43 crore (ex-showroom). With upgrades under the skin, it also does look the part carrying all the equipment that add to its appearance.  #CWPhotos #BMW  https://t.co/DWEww5CRPX",en,"['bmwm4', 'cwphotos', 'bmw']",[],https://twitter.com/CarWale/status/1501588629122072579,[],"['https://pbs.twimg.com/media/FNabig4VUAAvVe-.jpg', 'https://pbs.twimg.com/media/FNabig1VQA0zyvI.jpg', 'https://pbs.twimg.com/media/FNabig0VgAEL61y.jpg', 'https://pbs.twimg.com/media/FNabig3VUAEH2Qr.jpg']",1,https://pbs.twimg.com/media/FNabig4VUAAvVe-.jpg,4,0,0
3485,1.50E+18,OregonianBiz,1.65E+12,9/3/2022 23:59,,BMW recalls vehicles for third time over engine fire risk  https://t.co/Aqse030AK3,en,[],[],https://twitter.com/OregonianBiz/status/1501588404731097096,['https://trib.al/1nSZB4o'],[],0,,0,1,0
3486,1.50E+18,WJCLNews,1.65E+12,9/3/2022 23:58,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/wdxhLBeVHM,en,[],[],https://twitter.com/WJCLNews/status/1501588149012680707,['https://www.wjcl.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3487,1.50E+18,wbaltv11,1.65E+12,9/3/2022 23:58,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/Kp1djSUyOL,en,[],[],https://twitter.com/wbaltv11/status/1501588148454834177,['https://www.wbaltv.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,2,1,1
3488,1.50E+18,koat7news,1.65E+12,9/3/2022 23:58,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/EWnjzYCosz,en,[],[],https://twitter.com/koat7news/status/1501588140842262533,['https://www.koat.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,1,0,0
3489,1.50E+18,WGAL,1.65E+12,9/3/2022 23:58,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/bJYIEVLmMC,en,[],[],https://twitter.com/WGAL/status/1501588140754092036,['https://www.wgal.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3490,1.50E+18,WXII,1.65E+12,9/3/2022 23:58,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/w1PnQkHQCl,en,[],[],https://twitter.com/WXII/status/1501588137864318983,['https://www.wxii12.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3491,1.50E+18,kcranews,1.65E+12,9/3/2022 23:58,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/6eoYAsNS33,en,[],[],https://twitter.com/kcranews/status/1501588136283021313,['https://www.kcra.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,1,0,1
3492,1.50E+18,ksbw,1.65E+12,9/3/2022 23:58,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/x3lUQZcY9a,en,[],[],https://twitter.com/ksbw/status/1501588135452585995,['https://www.ksbw.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3493,1.50E+18,WLKY,1.65E+12,9/3/2022 23:56,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/wZVH6U1qt2,en,[],[],https://twitter.com/WLKY/status/1501587637165072389,['https://www.wlky.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,1,0,0
3494,1.50E+18,TranspoInsider,1.65E+12,9/3/2022 23:55,,"BMW recalls more than 900,000 vehicles over engine-fire risk, most for the 3rd time  https://t.co/ePmZoURpNh",en,[],[],https://twitter.com/TranspoInsider/status/1501587483171115018,['http://www.businessinsider.com/bmw-recall-engine-fire-risk-2022-3'],[],0,,1,0,0
3495,1.50E+18,WPBF25News,1.65E+12,9/3/2022 23:55,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/sSb63FoVuX,en,[],[],https://twitter.com/WPBF25News/status/1501587400228802575,['https://www.wpbf.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,2,0,0
3496,1.50E+18,16WAPTNews,1.65E+12,9/3/2022 23:55,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/RpSlasGVzV,en,[],[],https://twitter.com/16WAPTNews/status/1501587399587123202,['https://www.wapt.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3497,1.50E+18,4029news,1.65E+12,9/3/2022 23:55,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/XUlQ6TCems,en,[],[],https://twitter.com/4029news/status/1501587399197011971,['https://www.4029tv.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,1,0,0
3498,1.50E+18,WMUR9,1.65E+12,9/3/2022 23:55,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/kNnZ5b4EBy,en,[],[],https://twitter.com/WMUR9/status/1501587397607362562,['https://www.wmur.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,2,0,1
3499,1.50E+18,koconews,1.65E+12,9/3/2022 23:55,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/1BtOJP65px,en,[],[],https://twitter.com/koconews/status/1501587397569560577,['https://www.koco.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3500,1.50E+18,WISN12News,1.65E+12,9/3/2022 23:55,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/ZLLPZi6hh0,en,[],[],https://twitter.com/WISN12News/status/1501587381853605888,['https://www.wisn.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,1,0,1
3501,1.50E+18,WTAE,1.65E+12,9/3/2022 23:55,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/pUUhU1RjMD,en,[],[],https://twitter.com/WTAE/status/1501587381681631235,['https://www.wtae.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,1,1
3502,1.50E+18,MyNBC5,1.65E+12,9/3/2022 23:55,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/4Z7HdBSY7k,en,[],[],https://twitter.com/MyNBC5/status/1501587382855942145,['https://www.mynbc5.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,0,0,0
3503,1.50E+18,kmbc,1.65E+12,9/3/2022 23:55,,BMW is recalling vehicles for a 3rd time over engine fire risks  https://t.co/wEfdPzJWpr,en,[],[],https://twitter.com/kmbc/status/1501587382214213636,['https://www.kmbc.com/article/bmw-third-recall-for-engine-fire-risk/39382367?utm_campaign=snd-autopilot'],[],0,,1,0,1
3504,1.50E+18,GladysMBautista,1.65E+12,9/3/2022 23:51,,"As tow lot issues persist, a BMW sits crashed into someone’s fence on Taylorsville road  @WLKY  https://t.co/b155oCpzS1",en,[],[],https://twitter.com/GladysMBautista/status/1501586577155399682,[],['https://pbs.twimg.com/media/FNa1AtiXMAIa-6e.jpg'],1,https://pbs.twimg.com/media/FNa1AtiXMAIa-6e.jpg,3,4,1
3505,1.50E+18,AOL,1.65E+12,9/3/2022 23:45,,BMW recalls vehicles for 3rd time due to engine fire risk  https://t.co/ZXYoScXymA,en,[],[],https://twitter.com/AOL/status/1501585013451759616,['https://aol.it/34roRYL'],[],0,,0,0,1
3507,1.50E+18,TribLIVE,1.65E+12,9/3/2022 23:15,,"BMW is recalling more than 917,000 older cars and SUVs in the U.S. — most for a third time — to fix a problem that can cause engine compartment fires.   https://t.co/7d1CaCcDwW",en,[],[],https://twitter.com/TribLIVE/status/1501577297454940160,['https://bit.ly/3hVJZJX'],[],0,,1,0,0
3508,1.50E+18,bmwindia,1.65E+12,9/3/2022 23:06,,An exhibition that reimagines sustainability and the future through art. Get ready for the Mumbai showcase of first all-electric BMW iX. Also featuring the winning car wrap of the #FutureIsBornOfArt Commission.  11th March 2022. Stay Tuned. #JoyBornAgain  https://t.co/T87lmFTjVw,en,"['futureisbornofart', 'joybornagain']",[],https://twitter.com/bmwindia/status/1501575134338969601,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1501574628199698434/pu/img/yVrC8ozi29rr07M3.jpg,38,0,2
3511,1.50E+18,gridgirlz,1.65E+12,9/3/2022 22:53,,"BMW Pirtek Racing BTCC Grid Girl at Thruxton BTCC on Sunday 19th May 2019 :  Grid Girls UK 🇬🇧  The premier source in UK for female promotional models, ring girls &amp; grid girls.   🏁  To book our any of our girls head to  https://t.co/G6o2Jmv40h 🥊  https://t.co/s1vkwJQiZt",en,[],[],https://twitter.com/gridgirlz/status/1501571963369799684,"['http://www.grid-girls.co.uk', 'https://grid-girls.co.uk/bmw-pirtek-racing-btcc-at-thruxton-btcc-19th-may-19/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost']",[],0,,1,0,0
3513,1.50E+18,fox8news,1.65E+12,9/3/2022 22:50,,BMW recalls vehicles for 3rd time due to engine fire risk  https://t.co/rZsCpqdYW9,en,[],[],https://twitter.com/fox8news/status/1501571171275481090,['https://fox8.com/news/bmw-recalls-vehicles-for-3rd-time-due-to-engine-fire-risk/'],[],0,,0,0,2
3514,1.50E+18,Asia_Financial,1.65E+12,9/3/2022 22:48,,"6/n #Russia’s invasion of #Ukraine is ramping up the price of metals used in cars, from aluminium to palladium to the high-grade nickel in electric vehicle batteries.   #German carmakers such as Volkswagen and BMW, dependent on Russia for metals, have halted production.  https://t.co/suqbuLj6I1",en,"['russia', 'ukraine', 'german']",[],https://twitter.com/Asia_Financial/status/1501570680147841029,[],['https://pbs.twimg.com/media/FNamjIbagAACo3f.jpg'],1,https://pbs.twimg.com/media/FNamjIbagAACo3f.jpg,0,1,0
3515,1.50E+18,LiveLancs,1.65E+12,9/3/2022 22:47,,Firefighters tackle BMW car fire in Banks  https://t.co/AmuVJstMHQ,en,[],[],https://twitter.com/LiveLancs/status/1501570430200692740,['https://www.lancs.live/news/lancashire-news/firefighters-tackle-bmw-car-fire-23335209'],[],0,,0,0,0
3516,1.50E+18,WCCBCharlotte,1.65E+12,9/3/2022 22:39,,"BMW is recalling more than 917,000 older cars and SUVs in the U.S. — most for a third time — to fix a problem that can cause engine compartment fires.  https://t.co/EfwoexFUQP",en,[],[],https://twitter.com/WCCBCharlotte/status/1501568399327039494,['https://www.wccbcharlotte.com/2022/03/09/bmw-recalls-vehicles-for-3rd-time-due-to-engine-fire-risk/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1646835813'],[],0,,0,0,1
3519,1.50E+18,7News,1.65E+12,9/3/2022 22:01,,🚨BMW recalls vehicles for 3rd time due to engine fire risk  https://t.co/FCz3gwdqgU,en,[],[],https://twitter.com/7News/status/1501558891116703753,['https://whdh.com/news/bmw-recalls-vehicles-for-3rd-time-due-to-engine-fire-risk/'],[],0,,1,0,0
3521,1.50E+18,WSPA7,1.65E+12,9/3/2022 21:53,,"BMW is recalling more than 917,000 cars and SUVs in the U.S. due to a risk of engine compartment fires.  https://t.co/NjCXSI12R8",en,[],[],https://twitter.com/WSPA7/status/1501556770279411715,['https://trib.al/LOvMMZe'],[],0,,1,0,2
3522,1.50E+18,business,1.65E+12,9/3/2022 21:53,,"BMW recalls more than 917,000 cars in the U.S. over an engine ventilation system that could overheat and increase the risk of fire  https://t.co/2Loczg26eG",en,[],[],https://twitter.com/business/status/1501556680601083909,['https://trib.al/ZaPopnV'],[],0,,61,7,24
3523,1.50E+18,CabbageTV,1.65E+12,9/3/2022 21:48,,BMW recalls vehicles for 3rd time due to engine fire risk  https://t.co/Yo0C1FSUD1,en,[],[],https://twitter.com/CabbageTV/status/1501555421525393410,['http://dlvr.it/SLMvmf'],[],0,,0,0,0
3524,1.50E+18,Automotive_News,1.65E+12,9/3/2022 21:43,,"BMW recalls more than 917,000 older U.S. vehicles for defective valve heaters  https://t.co/0zLIRdbLQq  https://t.co/K3JISxLq1M",en,[],[],https://twitter.com/Automotive_News/status/1501554286878019587,['http://dlvr.it/SLMv5c'],['https://pbs.twimg.com/media/FNaXqrfVIAcPx42.jpg'],1,https://pbs.twimg.com/media/FNaXqrfVIAcPx42.jpg,8,0,3
3526,1.50E+18,AutoExpress,1.65E+12,9/3/2022 21:30,,"REVIEW: The new X2 xDrive25e shows how fast the hybrid SUV sector moves, unfortunately for BMW…&gt;&gt;  https://t.co/8ugfFocGHv  https://t.co/k48r1aD8mV",en,[],[],https://twitter.com/AutoExpress/status/1501550874862231554,['https://aex.ae/3hPEGvG'],['https://pbs.twimg.com/media/FNaFC3_WUAgOj_y.jpg'],1,https://pbs.twimg.com/media/FNaFC3_WUAgOj_y.jpg,16,0,1
3528,1.50E+18,Kyle3white,1.65E+12,9/3/2022 21:24,,🚨UPDATED: Ian Hutchinson back with TAS Racing in Milwaukee BMW deal for 2022 Isle of Man TT ⬇️  https://t.co/wB6nIhRnLW,en,[],[],https://twitter.com/Kyle3white/status/1501549492092477446,['https://www.newsletter.co.uk/sport/motorcycling/ian-hutchinson-set-for-isle-of-man-tt-return-in-milwaukee-bmw-challenge-for-tas-racing-3602982'],[],0,,12,0,0
3530,1.50E+18,BMWMotorsport,1.65E+12,9/3/2022 21:09,,Guess the colours!   BMW M4 GT3 @DTM car designs coming tomorrow… 🔜  Don’t blink!  @Walkenhorst_MS @Team_Schubert @Wittmannracing @SheldonvdLinde @Philipp_Eng @EstebanMuth  https://t.co/IVnVK79nO3,en,[],[],https://twitter.com/BMWMotorsport/status/1501545726127583237,[],[],1,https://pbs.twimg.com/media/FNaOsItXIAcT1we.jpg,185,5,28
3532,1.50E+18,MorningBrew,1.65E+12,9/3/2022 20:50,,Two very different auto brands for two very different types of people. Which are you? @Porsche vs. @BMW,en,[],[],https://twitter.com/MorningBrew/status/1501540847355105285,[],[],0,,3,1,0
3533,1.50E+18,MorningBrew,1.65E+12,9/3/2022 20:50,,"It’s Round 2 of #MBMadness and the Upgrades region has been narrowed down to only the best of luxury, fashion, design, and performance. From the world of fashion, Gucci takes on Dior and two elite automakers go head to head with Porsche vs. BMW. Polls are open now. Vote below!  https://t.co/bxZxWLuP19",en,['mbmadness'],[],https://twitter.com/MorningBrew/status/1501540841772531724,[],['https://pbs.twimg.com/media/FNaJI5RXMAQTB5q.png'],1,https://pbs.twimg.com/media/FNaJI5RXMAQTB5q.png,15,1,4
3534,1.50E+18,mhking,1.65E+12,9/3/2022 20:48,,"@ArtofTrek ‘Over-chromed Oldsmobile dashboard’ comes to mind, in comparison to the more modern European car (BMW or Benz) feel of Discovery or the Chrysler SUV feel of the Enterprise-D. (I know, it’s a weird way of looking at them)",en,[],[],https://twitter.com/mhking/status/1501540461248397322,[],[],0,,10,1,0
3536,1.50E+18,FOX5Atlanta,1.65E+12,9/3/2022 20:45,,"Today at 3, it’s an hour of @JudgeJudy! And at 3:30, a man claims his unwanted house guest crawled under his 100-year-old home to get back in after locks were changed. In the 2nd case, a motorist denies hitting a pedestrian with his BMW. #JudgeJudy‍⚖  https://t.co/4OgUd0Au9a",en,['judgejudy\u200d'],[],https://twitter.com/FOX5Atlanta/status/1501539548672585732,[],['https://pbs.twimg.com/media/FNM1LMbXIAA003c.jpg'],1,https://pbs.twimg.com/media/FNM1LMbXIAA003c.jpg,1,0,0
3537,1.50E+18,IBU_WC,1.65E+12,9/3/2022 20:34,,"Returning to the podium just a few weeks before calling it a career 🥺, Erik Lesser 🇩🇪 was your most voted choice for Athlete of the Week for the BMW IBU World Cup stage of Kontiolahti 😎.  #KON22 l #biathlon l #athleteoftheweek  https://t.co/5K928j32vx",en,"['kon22', 'biathlon', 'athleteoftheweek']",[],https://twitter.com/IBU_WC/status/1501536780327297024,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1501488886970826753/img/r-5tzP_K9YPYvWPY.jpg,183,1,10
3538,1.50E+18,BlackPanthaaYT,1.65E+12,9/3/2022 20:33,,@DRIVETRIBE @BMW_UK To walk,en,[],[],https://twitter.com/BlackPanthaaYT/status/1501536735016202242,[],[],0,,49,3,2
3539,1.50E+18,whatcar,1.65E+12,9/3/2022 20:32,,"And here's the new #CX60 in the metal 👀  Would you take one over an Audi Q5, BMW X3?  https://t.co/GazF8GrNut",en,['cx60'],[],https://twitter.com/whatcar/status/1501536458657734656,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1501535938396270594/pu/img/td2IO5-83lAIObD-.jpg,7,4,0
3540,1.50E+18,DRIVETRIBE,1.65E+12,9/3/2022 20:30,,The BMW i4 has to be up there ⚡️ @BMW_UK #ad  https://t.co/vRjxYX4INW,en,['ad'],[],https://twitter.com/DRIVETRIBE/status/1501535775283892224,[],['https://pbs.twimg.com/media/FNZ8pkNWQAUVMbk.jpg'],1,https://pbs.twimg.com/media/FNZ8pkNWQAUVMbk.jpg,96,58,5
3547,1.50E+18,BMW,1.65E+12,9/3/2022 19:48,,@acc_kareeeem Hi there 🙌 We have responded to your DM 👀,en,[],[],https://twitter.com/BMW/status/1501525376505458694,[],[],0,,0,0,0
3552,1.50E+18,carwowuk,1.65E+12,9/3/2022 19:14,,Audi RS3 vs BMW M3 DRAG RACE! 🔥   Spoiler alert: the green car wins 👀  Watch it here:  https://t.co/87hQCSOrTe  https://t.co/wPwpneKI3O,en,[],[],https://twitter.com/carwowuk/status/1501516880317923329,['https://bit.ly/-carwow-Drag-Race-0903'],['https://pbs.twimg.com/media/FNZ1kPUXMAQpkXd.jpg'],1,https://pbs.twimg.com/media/FNZ1kPUXMAQpkXd.jpg,272,5,29
